MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
P-V Gram Panchayat,"Pandor Cricket Ground, Vapi, 14-Jan-21, 4 Ov., ",Nilu X1,8/8,Subhash Xll,9/1,Subhash Xll,9 wickets,https://cricheroes.in/scorecard/1374065/P-V-Gram-Panchayat/Nilu-X1-vs-Subhash-Xll
Individual Match,"Pandor Cricket Ground, Vapi, 13-Jan-21, 1 Ov.",Ksjdbdndnd,19/0,Agshdhdjdjdndbdb,19/0,Tie,None,https://cricheroes.in/scorecard/1378491/individual/Ksjdbdndnd-vs-Agshdhdjdjdndbdb
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Rudra Hurricane 2021,69/4,Spartan Sprit,33/7,Rudra Hurricane 2021,36 runs,https://cricheroes.in/scorecard/1374059/Kapariya-Premier-League/Rudra-Hurricane-2021-vs-Spartan-Sprit
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Dk Riders Xi,46/6,P C11,49/0,P C11,10 wickets,https://cricheroes.in/scorecard/1374052/Kapariya-Premier-League/Dk-Riders-Xi-vs-P-C11
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Rudra Hurricane 2021,96/4,Jwal Tigers,69/4,Rudra Hurricane 2021,27 runs,https://cricheroes.in/scorecard/1374046/Kapariya-Premier-League/Rudra-Hurricane-2021-vs-Jwal-Tigers
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Spartan Sprit,69/4,Dk Riders Xi,70/2,Dk Riders Xi,8 wickets,https://cricheroes.in/scorecard/1374042/Kapariya-Premier-League/Spartan-Sprit-vs-Dk-Riders-Xi
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Jwal Tigers,57/6,P C11,58/1,P C11,9 wickets,https://cricheroes.in/scorecard/1374038/Kapariya-Premier-League/Jwal-Tigers-vs-P-C11
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Rudra Hurricane 2021,58/5,Dk Riders Xi,27/7,Rudra Hurricane 2021,31 runs,https://cricheroes.in/scorecard/1374034/Kapariya-Premier-League/Rudra-Hurricane-2021-vs-Dk-Riders-Xi
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",P C11,92/3,Spartan Sprit,93/2,Spartan Sprit,8 wickets,https://cricheroes.in/scorecard/1374025/Kapariya-Premier-League/P-C11-vs-Spartan-Sprit
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ",Road Safety Eleven,18/0,"India Legends

11",0/0,Road Safety Eleven,18 runs,"https://cricheroes.in/scorecard/1374673/Tri-series/Road-Safety-Eleven-vs-India-Legends

11"
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ","India Legends

11",6/0,India A Safety XI,0/0,"India Legends

11",6 runs,"https://cricheroes.in/scorecard/1374657/Tri-series/India-Legends

11-vs-India-A-Safety-XI"
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ",Road Safety Eleven,6/0,India A Safety XI,7/0,India A Safety XI,10 wickets,https://cricheroes.in/scorecard/1374653/Tri-series/Road-Safety-Eleven-vs-India-A-Safety-XI
Individual Match,"Balitha, Vapi, 12-Jan-21, 6 Ov.",Balitha A,40/0,Roffel BCA College Vapi,"<span class=""yet-to-bat"">Yet to bat</span>",Abandoned,None,https://cricheroes.in/scorecard/1372078/individual/Balitha-A-vs-Roffel-BCA-College-Vapi
Individual Match,"Kk Bhandari Vapi, Vapi, 12-Jan-21",Kk Team A,181/10 & 141/10,Kk Team B,137/10 & 79/10,Kk Team A,106 runs,https://cricheroes.in/scorecard/1369221/individual/Kk-Team-A-vs-Kk-Team-B
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Navsari-A,145/1,K.R.C 11,78/7,Navsari-A,67 runs,https://cricheroes.in/scorecard/1365068/1st-VMRC-CUP-2021/Navsari-A-vs-K.R.C-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Valsad-a,42/7,Navsari-A,44/0,Navsari-A,10 wickets,https://cricheroes.in/scorecard/1364027/1st-VMRC-CUP-2021/Valsad-a-vs-Navsari-A
Individual Match,"daman college ground, Vapi, 10-Jan-21, 20 Ov.",SPARKING,164/8,Yadav 11 Vapi,119/8,SPARKING,45 runs,https://cricheroes.in/scorecard/1363746/individual/SPARKING-vs-Yadav-11-Vapi
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi Warriors 11,80/6,K.R.C 11,81/2,K.R.C 11,8 wickets,https://cricheroes.in/scorecard/1362996/1st-VMRC-CUP-2021/Vapi-Warriors-11-vs-K.R.C-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Navsari-A,86/4,"Bilimora 11,",73/4,Navsari-A,13 runs,"https://cricheroes.in/scorecard/1357816/1st-VMRC-CUP-2021/Navsari-A-vs-Bilimora-11,"
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi Warriors 11,75/6,Valsad Challengers,66/5,Vapi Warriors 11,9 runs,https://cricheroes.in/scorecard/1357811/1st-VMRC-CUP-2021/Vapi-Warriors-11-vs-Valsad-Challengers
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Valsad-a,75/6,Chaitanya-11,49/5,Valsad-a,26 runs,https://cricheroes.in/scorecard/1357808/1st-VMRC-CUP-2021/Valsad-a-vs-Chaitanya-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi-B 11,53/3,K.R.C 11,54/2,K.R.C 11,8 wickets,https://cricheroes.in/scorecard/1357802/1st-VMRC-CUP-2021/Vapi-B-11-vs-K.R.C-11
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",Rudra Hurricane 2021,58/5,Dk Riders Xi,27/7,Rudra Hurricane 2021,31 runs,https://cricheroes.in/scorecard/1374034/Kapariya-Premier-League/Rudra-Hurricane-2021-vs-Dk-Riders-Xi
Kapariya Premier League,"Naitik Cricket Ground, Vapi, 13-Jan-21, 6 Ov., ",P C11,92/3,Spartan Sprit,93/2,Spartan Sprit,8 wickets,https://cricheroes.in/scorecard/1374025/Kapariya-Premier-League/P-C11-vs-Spartan-Sprit
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ",Road Safety Eleven,18/0,"India Legends

11",0/0,Road Safety Eleven,18 runs,"https://cricheroes.in/scorecard/1374673/Tri-series/Road-Safety-Eleven-vs-India-Legends

11"
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ","India Legends

11",6/0,India A Safety XI,0/0,"India Legends

11",6 runs,"https://cricheroes.in/scorecard/1374657/Tri-series/India-Legends

11-vs-India-A-Safety-XI"
Tri-series,"Valwada Cricket Ground, Vapi, 13-Jan-21, 1 Ov., ",Road Safety Eleven,6/0,India A Safety XI,7/0,India A Safety XI,10 wickets,https://cricheroes.in/scorecard/1374653/Tri-series/Road-Safety-Eleven-vs-India-A-Safety-XI
Individual Match,"Balitha, Vapi, 12-Jan-21, 6 Ov.",Balitha A,40/0,Roffel BCA College Vapi,"<span class=""yet-to-bat"">Yet to bat</span>",Abandoned,None,https://cricheroes.in/scorecard/1372078/individual/Balitha-A-vs-Roffel-BCA-College-Vapi
Individual Match,"Kk Bhandari Vapi, Vapi, 12-Jan-21",Kk Team A,181/10 & 141/10,Kk Team B,137/10 & 79/10,Kk Team A,106 runs,https://cricheroes.in/scorecard/1369221/individual/Kk-Team-A-vs-Kk-Team-B
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Navsari-A,145/1,K.R.C 11,78/7,Navsari-A,67 runs,https://cricheroes.in/scorecard/1365068/1st-VMRC-CUP-2021/Navsari-A-vs-K.R.C-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Valsad-a,42/7,Navsari-A,44/0,Navsari-A,10 wickets,https://cricheroes.in/scorecard/1364027/1st-VMRC-CUP-2021/Valsad-a-vs-Navsari-A
Individual Match,"daman college ground, Vapi, 10-Jan-21, 20 Ov.",SPARKING,164/8,Yadav 11 Vapi,119/8,SPARKING,45 runs,https://cricheroes.in/scorecard/1363746/individual/SPARKING-vs-Yadav-11-Vapi
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi Warriors 11,80/6,K.R.C 11,81/2,K.R.C 11,8 wickets,https://cricheroes.in/scorecard/1362996/1st-VMRC-CUP-2021/Vapi-Warriors-11-vs-K.R.C-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Navsari-A,86/4,"Bilimora 11,",73/4,Navsari-A,13 runs,"https://cricheroes.in/scorecard/1357816/1st-VMRC-CUP-2021/Navsari-A-vs-Bilimora-11,"
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi Warriors 11,75/6,Valsad Challengers,66/5,Vapi Warriors 11,9 runs,https://cricheroes.in/scorecard/1357811/1st-VMRC-CUP-2021/Vapi-Warriors-11-vs-Valsad-Challengers
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Valsad-a,75/6,Chaitanya-11,49/5,Valsad-a,26 runs,https://cricheroes.in/scorecard/1357808/1st-VMRC-CUP-2021/Valsad-a-vs-Chaitanya-11
1st VMRC CUP 2021,"Patel Cricket Ground Kachigam, Vapi, 10-Jan-21, 8 Ov., ",Vapi-B 11,53/3,K.R.C 11,54/2,K.R.C 11,8 wickets,https://cricheroes.in/scorecard/1357802/1st-VMRC-CUP-2021/Vapi-B-11-vs-K.R.C-11
Individual Match,"Nargol Cricket Ground, Vapi, 06-Jan-21, 2 Ov.",Mcc (Vrl),57/0,Yangstar Veraval,35/0,Mcc (Vrl),22 runs,https://cricheroes.in/scorecard/1345941/individual/Mcc-(Vrl)-vs-Yangstar-Veraval
Individual Match,"Shivnagar, Vapi, 05-Jan-21, 4 Ov.",Diya Jal,53/2,Decents Wars,59/2,Decents Wars,1 wicket,https://cricheroes.in/scorecard/1162750/individual/Diya-Jal-vs-Decents-Wars
