MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 03-May-18, 12 Ov., ",Nagarpalika A,56/10,Young Group,57/4,Young Group,6 wickets,https://cricheroes.in/scorecard/90056/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Nagarpalika-A-vs-Young-Group
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 03-May-18, 12 Ov., ",SG XI,154/7,Black Thunder XI,154/10,Black Thunder XI,Super Over,https://cricheroes.in/scorecard/90034/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/SG-XI-vs-Black-Thunder-XI
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Jay Jalaram XI,111/5,Krtc A,108/3,Jay Jalaram XI,3 runs,https://cricheroes.in/scorecard/89776/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Jay-Jalaram-XI-vs-Krtc-A
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Ssc B,128/6,NYM B,95/7,Ssc B,33 runs,https://cricheroes.in/scorecard/89689/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Ssc-B-vs-NYM-B
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-20, 10 Ov., ",ELECTRICAL SFI 3RD YEAR,87/7,CIVIL GIA 3 YEAR,88/4,CIVIL GIA 3 YEAR,6 wickets,https://cricheroes.in/scorecard/770751/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI-3RD-YEAR-vs-CIVIL-GIA-3-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER SFI - 1ST YEAR,130/2,ELECTRICAL GIA 1ST YEAR,93/8,COMPUTER SFI - 1ST YEAR,37 runs,https://cricheroes.in/scorecard/769475/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-SFI---1ST-YEAR-vs-ELECTRICAL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",COMPUTER GIA-2ND YEAR,98/6,MECHATRONICS SFI 2ND YEAR,81/8,COMPUTER GIA-2ND YEAR,17 runs,https://cricheroes.in/scorecard/769234/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-GIA-2ND-YEAR-vs-MECHATRONICS-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-20, 10 Ov., ",IT SFI 3RD YEAR,129/2,COMPUTER SFI-3RD YEAR,99/5,IT SFI 3RD YEAR,30 runs,https://cricheroes.in/scorecard/768977/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/IT-SFI-3RD-YEAR-vs-COMPUTER-SFI-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL (M2A) GIA 1ST YEAR GIA,126/8,MECHATRONICS SFI-1ST YEAR,79/8,MECHANICAL (M2A) GIA 1ST YEAR GIA,47 runs,https://cricheroes.in/scorecard/767552/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/MECHANICAL-(M2A)-GIA-1ST-YEAR-GIA-vs-MECHATRONICS-SFI-1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",COMPUTER SFI- 2ND YEAR,122/7,MECHANICAL SFI-2ND YEAR,69/6,COMPUTER SFI- 2ND YEAR,53 runs,https://cricheroes.in/scorecard/767191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/COMPUTER-SFI--2ND-YEAR-vs-MECHANICAL-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-20, 10 Ov., ",MECHANICAL M6B GIA - 3RD YEAR,60/6,EC GIA 3RD YEAR,61/2,EC GIA 3RD YEAR,8 wickets,https://cricheroes.in/scorecard/767034/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6B-GIA---3RD-YEAR-vs-EC-GIA-3RD-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",COMPUTER GIA - 1ST YEAR,116/5,MECHANICAL SFI - 1ST YEAR,72/10,COMPUTER GIA - 1ST YEAR,44 runs,https://cricheroes.in/scorecard/765718/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2020/COMPUTER-GIA---1ST-YEAR-vs-MECHANICAL-SFI---1ST-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",ELECTRICAL SFI -2ND YEAR,61/10,IT SFI 2ND YEAR,63/2,IT SFI 2ND YEAR,8 wickets,https://cricheroes.in/scorecard/765471/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/ELECTRICAL-SFI--2ND-YEAR-vs-IT-SFI-2ND-YEAR
BBIT CRICKET TOURNAMENT (SENIORS) 2020,"Sastri Ground, Vallabh Vidyanagar, 03-Feb-20, 10 Ov., ",MECHANICAL M6A GIA- 3RD YEAR,87/7,ELECTRICAL SFI 3RD YEAR,90/4,ELECTRICAL SFI 3RD YEAR,6 wickets,https://cricheroes.in/scorecard/765191/BBIT-CRICKET-TOURNAMENT-(SENIORS)-2020/MECHANICAL-M6A-GIA--3RD-YEAR-vs-ELECTRICAL-SFI-3RD-YEAR
Individual Match,"Spu Bio Scince, Vallabh Vidyanagar, 01-Feb-20, 25 Ov.",ISTAR,148/9,Nvpas,91/10,ISTAR,57 runs,https://cricheroes.in/scorecard/757791/individual/ISTAR-vs-Nvpas
Individual Match,"Sastri Ground, Vallabh Vidyanagar, 28-Jan-20, 25 Ov.",Vp Scince College,172/8,Nvpas,128/10,Vp Scince College,44 runs,https://cricheroes.in/scorecard/749770/individual/Vp-Scince-College-vs-Nvpas
CVM,"ADIT Cricket Ground, Vallabh Vidyanagar, 02-Jan-20, 30 Ov., ",Nvpas,60/10,ISTAR,61/1,ISTAR,9 wickets,https://cricheroes.in/scorecard/684290/CVM/Nvpas-vs-ISTAR
Farewell T20 Match,"ADIT Cricket Ground, Vallabh Vidyanagar, 05-Apr-19, 25 Ov., ",ADIT Old Wines,115/10,ADIT Young Bloods,118/4,ADIT Young Bloods,6 wickets,https://cricheroes.in/scorecard/333940/Farewell-T20-Match/ADIT-Old-Wines-vs-ADIT-Young-Bloods
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 15-Feb-19, 16 Ov., ",COMPUTER SFI 1ST YEAR,120/10,MECHANICAL M2A GIA 1ST YEAR,122/5,MECHANICAL M2A GIA 1ST YEAR,5 wickets,https://cricheroes.in/scorecard/275045/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 14-Feb-19, 10 Ov., ",CIVIL GIA 1ST YEAR,94/4,MECHANICAL M2A GIA 1ST YEAR,95/5,MECHANICAL M2A GIA 1ST YEAR,5 wickets,https://cricheroes.in/scorecard/274131/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/CIVIL-GIA-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 13-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,110/5,Civil SF -1ST YEAR,76/4,None,None,https://cricheroes.in/scorecard/273124/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-Civil-SF--1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 12-Feb-19, 10 Ov., ",ELECTRICAL GIA 1ST SEM,76/10,MECHANICAL M2A GIA 1ST YEAR,79/8,MECHANICAL M2A GIA 1ST YEAR,2 wickets,https://cricheroes.in/scorecard/272175/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/ELECTRICAL-GIA-1ST-SEM-vs-MECHANICAL-M2A-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 11-Feb-19, 10 Ov., ",MECHANICAL M2B GIA 1ST YEAR,98/7,CIVIL GIA 1ST YEAR,101/2,CIVIL GIA 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/271269/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHANICAL-M2B-GIA-1ST-YEAR-vs-CIVIL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 09-Feb-19, 10 Ov., ",MECHATRONICS SFI 1ST YEAR,128/1,Civil SF -1ST YEAR,129/3,Civil SF -1ST YEAR,7 wickets,https://cricheroes.in/scorecard/268063/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHATRONICS-SFI-1ST-YEAR-vs-Civil-SF--1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 08-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,124/4,EC GIA 1ST YEAR,105/7,COMPUTER SFI 1ST YEAR,19 runs,https://cricheroes.in/scorecard/267221/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-EC-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 07-Feb-19, 10 Ov., ",COMPUTER GIA 1ST YEAR,98/7,MECHANICAL M2A GIA 1ST YEAR,102/2,MECHANICAL M2A GIA 1ST YEAR,8 wickets,https://cricheroes.in/scorecard/266268/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-GIA-1ST-YEAR-vs-MECHANICAL-M2A-GIA-1ST-YEAR
ELECON U-14 INVITATION LEAGUE TOURNAMENT 2019,"Elecon Cricket Ground, Vallabh Vidyanagar, 07-Feb-19, 40 Ov., ",Charotar Milat School,203/10,Lakshyam Sports Club,70/10,Charotar Milat School,133 runs,https://cricheroes.in/scorecard/265953/ELECON-U-14-INVITATION-LEAGUE-TOURNAMENT-2019/Charotar-Milat-School-vs-Lakshyam-Sports-Club
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 06-Feb-19, 10 Ov., ",MECHANICAL SFI 1ST YEAR,66/10,CIVIL GIA 1ST YEAR,67/4,CIVIL GIA 1ST YEAR,6 wickets,https://cricheroes.in/scorecard/265291/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHANICAL-SFI-1ST-YEAR-vs-CIVIL-GIA-1ST-YEAR
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 05-Feb-19, 10 Ov., ",MECHATRONICS SFI 1ST YEAR,150/5,Elecrical SFI 1st Year,111/8,MECHATRONICS SFI 1ST YEAR,39 runs,https://cricheroes.in/scorecard/264232/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/MECHATRONICS-SFI-1ST-YEAR-vs-Elecrical-SFI-1st-Year
BBIT CRICKET TOURNAMENT (JUNIORS) 2019,"Sastri Ground, Vallabh Vidyanagar, 04-Feb-19, 10 Ov., ",COMPUTER SFI 1ST YEAR,115/2,IT SFI 1ST YEAR,110/5,COMPUTER SFI 1ST YEAR,5 runs,https://cricheroes.in/scorecard/263214/BBIT-CRICKET-TOURNAMENT-(JUNIORS)-2019/COMPUTER-SFI-1ST-YEAR-vs-IT-SFI-1ST-YEAR
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 03-May-18, 12 Ov., ",Nagarpalika A,56/10,Young Group,57/4,Young Group,6 wickets,https://cricheroes.in/scorecard/90056/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Nagarpalika-A-vs-Young-Group
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 03-May-18, 12 Ov., ",SG XI,154/7,Black Thunder XI,154/10,Black Thunder XI,Super Over,https://cricheroes.in/scorecard/90034/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/SG-XI-vs-Black-Thunder-XI
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Jay Jalaram XI,111/5,Krtc A,108/3,Jay Jalaram XI,3 runs,https://cricheroes.in/scorecard/89776/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Jay-Jalaram-XI-vs-Krtc-A
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Ssc B,128/6,NYM B,95/7,Ssc B,33 runs,https://cricheroes.in/scorecard/89689/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Ssc-B-vs-NYM-B
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Mahadev Group,75/8,Sai XL,76/6,Sai XL,4 wickets,https://cricheroes.in/scorecard/89653/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Mahadev-Group-vs-Sai-XL
Shree Saradar Cup Day-Night Cricket Tournament 2018 (VVNAGAR WARD),"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 02-May-18, 12 Ov., ",Jay Ambe XI Word 2,91/7,Shree Krishna Yuvak Mandal,94/1,Shree Krishna Yuvak Mandal,9 wickets,https://cricheroes.in/scorecard/89582/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018-(VVNAGAR-WARD)/Jay-Ambe-XI-Word-2-vs-Shree-Krishna-Yuvak-Mandal
Shree Saradar Cup Day-Night Cricket Tournament 2018,"Saradar Patel University Staff Ground, Vallabh Vidyanagar, 01-May-18, 12 Ov.",Nana Bazar XI,103/7,Rockstr XI Str,61/10,Nana Bazar XI,42 runs,https://cricheroes.in/scorecard/89272/Shree-Saradar-Cup-Day-Night-Cricket-Tournament-2018/Nana-Bazar-XI-vs-Rockstr-XI-Str
Madhav Premier League 2018,"Madhav, Vallabh Vidyanagar, 28-Jan-18, 10 Ov., ",Madhav Boys,42/6,Endavour,43/3,Endavour,3 wickets,https://cricheroes.in/scorecard/49043/Madhav-Premier-League-2018/Madhav-Boys-vs-Endavour
Chinagate Internal Cricket Series,"SPYC, Vallabh Vidyanagar, 19-Oct-17, 16 Ov., ",Chinagate B,121/10,Chinagate A,105/8,Chinagate B,16 runs,https://cricheroes.in/scorecard/21873/Chinagate-Internal-Cricket-Series/Chinagate-B-vs-Chinagate-A
Chinagate Internal Cricket Series,"SPYC, Vallabh Vidyanagar, 18-Oct-17, 16 Ov., ",Chinagate B,136/8,Chinagate A,99/12,Chinagate B,37 runs,https://cricheroes.in/scorecard/21727/Chinagate-Internal-Cricket-Series/Chinagate-B-vs-Chinagate-A
